title,user,date,rating,review,helpful
" This is in my Top Five...
",art-miller,20 July 2022,1,"This is in my Top Five......worst films I have ever seen.Where do I begin...? This is teenage airhead nonsense. Made for video game enthusiasts who spend hours online playing shoot 'em up games. Endless explosions and huge noises battering you from every side at volume 11. Flashing lights and bursts of flame. Great if you're addicted to all that.The testosterone-charged macho gung ho male posturing in this film is archaic. Surely we have moved on from watching steroid pumped men puffing out their chests and shouting at each other to show who's got the biggest dick.And it is obvious from this pantomime start that all these rock hard jocks who hate each other will end up in saccharine male bonding by the end of the film. Hugging each other accompanied by insipid violin music. Oh, god.....it was nauseating...!I'm not going to rant about the ham acting throughout as that goes with the territory of American films like this. Tough guy college boys who have just discovered alcohol and girls for the first time, over excited and loud mouthed trying to establish their place in the chimpanzee pack.This film is so slow. We have to have a simpering love interest, of course, with lots of meaningful silent staring at each other. Feel the lurve, people... And more cheap, off-the-shelf orchestral whining to go with it. The whole 130 excruciating minutes stank of cheese...The plot... Almost forgotten until the end when we have all the noise and flames and empty CGI sprinklings that fail to add anything convincing to this tasteless mush.Ed Harris is wasted. Val Kilmer's role is hilarious. Tom Cruise plays Tom Cruise.The script is dire, written by a sixth-form student who has never seen a genuinely good films in their short lives.Americans in general have no idea what a good film is. You only have to look at the 'movies' they churn out. But I am surprised that British audiences still fall for the hype that launches US films. This is a bad film on every level: script, acting, pace etc...I defy anyone over, say, twenty five to convince me otherwise. This is a kids' film. Flash bang wallop my dad's bigger than your dad I can drink you under the table anytime, buddy, and I can pull the girls...Empty. Vacuous. Dull. And superficial in the extreme..",63 out of 159 found this helpful.
" A sequel in auto-pilot
",apereztenessa-1,29 May 2022,1,"First things first. Top Gun Maverick is entertaining enough. If you're one of those people for whom that is all that matters in a movie, read no further.Beyond that, there are two ways to look at this film. The first and most obvious is that this is a replica of the original movie. Moviegoers and critics alike easily find themselves drawn to the game of comparing the original to the replica and seeking to assess if one is marginally better than the other, losing sight that the very issue is that one is drawn into that game. Inserting marginal differences into a movie is not what creativity, story-telling or great filmmaking are about. And while the film has been hailed as (yet another) savior of the big screen, ironically one of the most permanent feelings one experiences while watching it in the theatre is that you don't really need to be there.The second way to look at Top Gun Maverick is as a satire or criticism on American filmmaking today. The parallels between the original and this sequel are so strong that they become surreal, so extreme that one feels they must carry meaning. From the initial text explaining what Top Gun is (identical to the one from the original film) to the son of Goose singing Great Balls of Fire on the same piano of the same bar with the same mustache and the same shirt as his Dad thirty years ago, the scenes and the shots parallel the first movie to an extreme, almost reminiscent of Gus Van Sant's Psycho, or of the constant time-loop repetition in Edge of Tomorrow (McQuarrie is listed as screenwriter in in that film as well as in TG-M). The only difference with the original seems to be the planned mission, which is itself a reproduction of the Star Wars A New Hope final scene -one of the most famous action scenes ever-, as if to underscore that even a change introduced in an American film today can only be a reproduction of some other movie.The very first scenes of TG-M would support this theory. In those, we see Maverick testing a new stealth plane to have it reach Mach 10. The scene has the distinct feeling of the final scene of a movie, and the most memorable images in all of TG-M. It seems to hint at what this different story was that could have been told. Unfortunately, the plane test is interrupted by an Admiral who prefers drones to manned planes, a likely analogy to Hollywood executives who want movies made on auto-pilot.",55 out of 159 found this helpful.
" Where exactly were the military advisers to point out the obvious flaws?
",alleykirstie,26 May 2022,2,"Nostalgia is awesome and reliving fond memories is always a treat. But a return to 'Top Gun' is just laughable. Have you ever walked into someone house and noticed how everything is pointed at their television? Make the TV Tom Cruise and everything in the house the ""supporting cast"", and there you have this production. It's unemotionally sad. I don't expect quality from a Jerry Bruckheimer production, and God knows I've never heard of this director, but this was far below the nadir of my expectations. A little reminder, 'Top Gun' was a blockbuster back in its day, but it was never brilliant, edgy, nor even memorable as a good movie. It was a guilty pleasure for the revved up 1980's crowd of excess to feel proud about during the 4th of July. Needless to say, it was a huge action film for anyone chanting ""America"" at fireworks. The point of its longevity belongs to the gay subtext Quintin Tarantino famously describes. The bashing of how-bad-a-film it was is legendary and continues on several social media sites. Today's tech-savvy sophisticated audience will never believe (reading the 10 star reviews) that this is the ""greatest movie ever made"". The plot was absolute garbage. It's a script that is pieced together from catchphrases, old panning shots of military aircraft, recycled aerial footage from 'The Transformers', and most notably the 'Star Wars' trench run. Seriously, they took apart the original 'Top Gun' (sans the homoerotic subtext) and pretended it was something fresh for today's audience. We have Pete Mitchell as the oldest test pilot in history still going by the callsign Maverick after 30+ years. The unnamed enemy jets introduced in the last frames because real writers would put production over budget. It's just a gross mischaracterization of entertainment. Where exactly were the military advisers to point out the obvious flaws? In my opinion; this is a film with a lot of cash thrown at it to feed the vanity of someone who can't get enough of themselves. I need not play Devil's Advocate here and point out this film was made to ego-stroke a bad actor who wishes he could be Robert Redford.",43 out of 159 found this helpful.
" Tons of fun and Tom Terrific continues Cruise control (yeah had to do it!)
",george.schmidt,27 May 2022,9,"TOP GUN: MAVERICK (2022) ***1/2 Tom Cruise, Miles Teller, Jennifer Connelly, Bashir Salahuddin, Jon Hamm, Charles Parnell, Monica Barbaro, Lewis Pullman, Jay Ellis, Danny Ramirez, Glen Powell, Jean Louisa Kelly, Lyliana Wray, Ed Harris, Val Kilmer. Tom Cruise reprises his iconic role as Pete 'Maverick' Mitchell whose naval career in spiral leads him to be re-assigned to his alma mater to instruct hot shot young pilots for a deadly secret mission while also struggling with his demons: namely the death of his beloved BFF by dealing with his angry son (Teller) as one of the new recruits. Filmmaker Joseph Kosinski pulls out all the stops by filming in IMAX with some truly astounding aerial footage with the real actors in the planes (um not CGI'd!) with hairy situations aplenty as well as touch stoning with the original's vibe including a touching reunion with Kilmer's Iceman. Tons of fun and Tom Terrific continues Cruise control (yeah had to do it!)",93 out of 158 found this helpful.
" Entertaining...for some
",imaginarilybe,27 May 2022,4,"Go see this movie if you:
are infatuated with Tom Cruiselove US armed forces promoslove, but don't know much about fighter jets, military air operations, or the military in generallove romantic storiesdon't care about facts or logicOtherwise, you will be disappointed, to say the least.

                    71 out of 156 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",71 out of 156 found this helpful.
" AWESOME SEQUEL
",andreascaloni,23 May 2022,9,"Top Gun: Maverick is a direct sequel to the 1986's Top Gun movie. It surpasses its predecessor in a thrilling and full of tension action Blockbuster. The movie is led by some great performances, especially from Tom Cruise. The film has a great characters' development, some outstanding, clear and impressive action sequences, a gripping story , an awesome soundtrack, a stunning direction and a perfect nostalgia effect. Two and a quarter hours of film that fly away very quickly in an adrenaline pumping sequel that you have to see on the big screen.Rating: 8,6.

                    87 out of 148 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",87 out of 148 found this helpful.
" Great Flight Sequences, Cliche-Ridden Plot
",Stoshie,18 June 2022,7,"I don't share everyone's unbridled enthusiasm for this film. It is indeed a great popcorn flick, with outstanding aerial photography and maneuvers. But 10 stars? There are few, if any, movies that are perfect, and deserve that kind of rating.The problem with the film is the plot. It is so filled with age-worn cliches that one could easily tell what was coming from beginning to end. I mean, you had to know who was going to save the day at the end, and you had to know what was going to happen when Maverick jumped out of Penny's window. Those are just two examples of the many obvious plot points that you could see coming a mile away. I could list them all, but it would take up too much space here. Basically the entire plot was entirely predictable.The opening scene, especially, was straight out of Hollywood Screenplay Writing 101. I mean, seriously, how many times have we seen that subplot? Countless.There were no characters in the movie, either. They were all caricatures, stereotypes. No depth to any of them. They had their standard roles to play, and that was it.Did I enjoy the film? Sure, it was fun. Especially on a big theater screen with a loud sound system. Did I take anything away from the film? Did it make me think about anything after it was over? Nah. Will I see it again? Nah.I will give Tom Cruise credit for including Val Kilmer in the cast. Considering his health problems, that was a nice touch.So, yeah, enjoy the film. Sit back with your bag of popcorn and enjoy the g-forces. But don't pretend it is anything other than just another summer blockbuster.",110 out of 147 found this helpful.
" Nothing special
",squacakeit,26 June 2022,1,"It's basically a remake. I guess there is the nostalgia factor. I love flying. I was a commuter airline pilot for almost 20 years. I love all things Plane's/flying related. Pretty good action but nothing new. A few ridiculous parts that are unbelievable.

                    59 out of 146 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",59 out of 146 found this helpful.
" Sequel Much Better than Original
",shelbythuylinh,26 May 2022,10,"Thirty-six years worth that of the wait. Tom Cruise returns to his star making role of Pete Maverick Mitchell that is now a Captain but he has not changed his way of doing things hint his nickname.Those over him like Ed Harris and Jon Hamm both not agreeing on a professional level what he does but seem to albeit reluctantly have a respect for him personally.He is reluctantly either given the choice to go back to the Top Gun school but as a teacher or face dishonorable discharge.Slowly yet surely he has earned the respect of the other pilots. Miles Teller as Rooster Bradshaw holding a grudge against Maverick over his late father, Goose Bradshaw's death in the original as the latter was his best friend.We see a very ill Val Kilmer in a two to three minutes as his former rival turned close friend Iceman now an admiral. It is very sad but very much worth remembering.Jennifer Connolly instead of Kelly McGinnis as the new love interest and single mother as the one that got away, the former not so much the latter.Maverick is more married to his job and that is why he never got married nor had kids.Great support also from breakout star Glen Powell as a pilot named Hangman who is cocky as he and Teller's Goose have a rivalry there.Movie is dedicated to the memory of the original director Tony Scott, who tragically died from suicide in 2012.",84 out of 145 found this helpful.
" What The Cinematic Experience Is All About
",zkonedog,30 May 2022,10,"In recent years, developments like cheap large-screen TVs, internet fast enough to support seamless streaming content, and work-from-home edicts/trends have rendered film largely a stay-at-home experience. There are certainly some pros to this: cheap snacks, on-demand viewing, and not having to venture out into the general public for mass-consumption of entertainment. But all that said, there is still something about the cinematic experience that captures the imagination--the big screen, the immersive sound, the live reactions/buzz, and the conversations afterward. Just the opportunity to ""get out"" might be underrated at this point. For all of us who enjoy such excursions and want more of them in the future, Top Gun: Maverick is the film we all needed.For a very basic overview, Maverick tells the story of the titular Pete ""Maverick"" Mitchell (Tom Cruise), still breaking in cutting-edge flying machines with no designs on sitting behind a desk. But in a world that has perhaps moved on from his ways, Maverick is sent back to Top Gun to help train a new class--including one Bradley ""Rooster"" Bradshaw (Miles Teller), whose name may sound familiar to fans of the original 1986 effort--for a seemingly impossible mission. Along the way, he rekindles a relationship with an old flame (played by Jennifer Connelly) and comes to terms with some unfinished business--both emotionally and in the skies.First and foremost, TG: Maverick is a 10/10 film--and easily, at that--because it perfectly balances the ""new stuff"" with the legacy material. Five minutes in, I knew that Cruise and director Joseph Kosinski had the right formula. There is not a single wasted or boring moment here. Not only that, but the focus is squarely on Cruise's Maverick pretty much throughout (as the title might suggest). This isn't some cheap handoff to a ""new crew"" with Cruise shepherding the transition. This is a down-and-dirty, perfectly planned out melding of old and new.Cinematically, I can count on one hand (if that) the number of times I've been as enthralled from a theater seat. The phrase ""see it on the biggest screen possible"" might be bit trite, but in this case it couldn't ring more true (I saw it in IMAX format and was completely blown away!). The cinematography is one-of-a-kind, the sound reverberates through the entire theater, and the drama/laughs are palpable throughout. I can definitively state--beyond a shadow of a doubt--that seeing TGM in a theater is better than any home theater setup imaginable. It simply was created for the theater experience.A final movie-specific observation: the ability of this film to garner tears, laughs, and thrills in equal measure is nearly unparalleled. Everything it does--from re-introducing a legacy character hero, to the airborne theatrics, to the subtle or romantic character work--is crafted with incredible care and precision. There is something here for everyone (another cinema hallmark, come to think of it).It is easy--and sometimes popular--to write off Cruise's work due to some of his personal foibles. At this point, however, one does that at his/her own risk. Is he now the greatest cinematic star of all time? Unanswerable question, of course, but Top Gun: Maverick puts him in the conversation, to be sure. Without his dogged persistence in making sure this flick wasn't unceremoniously dumped onto a streaming platform, who knows what may have become of it (through all the delays and hand-wringing).Movies like this one definitively prove that the experience remains viable in the current entertainment environment (both for quality and money-making ability). The future of cinema is still murky, to be sure, but as Maverick himself intones about his supposedly impending extinction: ""Maybe so, sir...but not today"".",92 out of 142 found this helpful.
" exaggerated and overrated
",IMDBuniqueUSERid,26 May 2022,2,"Exaggerated maneuvers, exaggerated odds, exaggerated training, exaggerated timespan, predictable plot, way too much melancholy and...
... surviving ejection at mach 10!!????? Alien movie is more realistic.In case if this any explanation:
exaggerated training: 10 best pilots can't do it after practicing, but you do it in the first try; I mean, did you ever play a game? A sport? A song? Anything with a tough achievement? It makes no sense.exaggerated timespan: enemy planes at 1 minute approaching supersonic, after several minutes of valley crawling + 2 ""impossible"" maneuvers, they are still at 30 seconds approaching.maneuvers and odds need no explanation.The movie is average, of course, but I give a 2 in an attempt to counterbalance the exaggerated acclaim from the old pops' feeling young again.",47 out of 142 found this helpful.
" Cruise remains a Top Gun
",Fluke_Skywalker,27 May 2022,7,"Hollywood had lost its way long before streaming services and a global pandemic nearly made going to the cinema obsolete. Content to strip mine the comic book genre and reboot/reimagine and regurgitate beloved franchises, it had become stale and tired. It's ironic then that a sequel to a nearly 40 year old film (You read that right. Scary isn't it?) might be the thing that points the way to their salvation.Top Gun: Maverick is a totally unnecessary film and on the surface it would seem to be Hollywood once again gnawing on a bone long since picked clean of any meat. The original Top Gun didn't exactly leave us with a bunch of unresolved issues or end on a cliffhanger. Just because a movie is good doesn't mean it needs a sequel. But here we are. And damn if they don't just manage to make it worthwhile, if still unnecessary.Top Gun: Maverick follows many of the same story beats as the original, but the tone here is far less... 80s. Fitting as it's not, well, the 80s. That doesn't mean it's some sort of post-modern deconstruction of the titualar character or a naval gazing treatise. It's got plenty of humor and, most important of all, it isn't saddled with preaching a ""woke"" message or poking us in the chest with some ideological finger. It's a movie that just wants to entertain, and entertain it does.Whatever you or I may think of Tom Cruise's ""religious"" beliefs, I dare anyone to say that there is an actor working today who brings the kind of passion and commitment to excellence to everything the way he does. He truly is the last real movie star, and I find myself appreciating him more and more with each passing year.My quibbles are just that. The romance between Cruise's Maverick and the gorgeous Jennifer Connelly's Penny is a tad perfunctory, even though they do share a nice chemistry and Connelly is particularly good. The enemy is also faceless and nameless, likely in an attempt to not offend any particular market; though to be fair this was also the case in the original.But these minor issues aside, Top Gun: Maverick is a refreshing throwback to a time when Summer films were fun, and after nearly 20 years of increasingly banal comic book, cgi shennanigans, it really hit the spot that much more.",86 out of 141 found this helpful.
" Predictable
",ibrahim-ghailani,10 June 2022,1,"Predictable. Every hollywood action movie is the same, its like they follow the same template.I knew he would pick rooster and the girl. Soft porn on the beach to keep things interesting. Hollywood cant make movies anymore, they will eventually run out of movies they can remake.",51 out of 137 found this helpful.
" Razzie-awardable
",robbert-14458,15 August 2022,1,"What a pile of crap. With this cast, this much money to produce a movie, and then this as an end result... I know a lot of people like this movie. But I seriously dont understand what they like about it. The whole plot is lame, lines are cheap and the acting is terrible. It doesnt come close to anything in the real world. Sorry, I like it when it has any credibility. Details are wrong and well I can go on and on. It is a waste of time and money to see this movie.

                    63 out of 136 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",63 out of 136 found this helpful.
" Really?
",elvisparkerjones-153-891104,6 June 2022,1,"Why does Hollywood just keep making forced sequels nobody asked for just for money? Why? The action was good sure but was it really worth it to make this film rather then a brand new movie?

                    36 out of 134 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",36 out of 134 found this helpful.
" Fan Boy Film
",jsines45,5 June 2022,1,"I really wanted to like this Film but I don't, it's like it's been made by a Fan. The only good part is the casting of Miles Teller as Goose's son. The Film has absolutely no Character development, you cannot care for Characters you know nothing about. It's virtually a Carbon copy of the first Film except for swapping the Volleyball scene for an American Football scene.

                    34 out of 132 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",34 out of 132 found this helpful.
" Braindead garbage
",sirensynapse,29 July 2022,1,"I couldn't say it better, so I stole this text: Shallow romance, shallow character work, extremely predictable, how did Tom Cruise even survive at the start, literally no stakes, mission is extremely vague, no one in the film has any understanding of planes and this is coming from an actual pilot. I hate this movie and everyone who liked it.

                    56 out of 129 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",56 out of 129 found this helpful.
" Cheesy Then, PC Cheesy Now
",brbelger,28 May 2022,2,"Yes, I was around for the first movie, at an age where young men would like such an action movie. I hated it. I didnt believe a minute of it. So now all these years later we get the EXACT same crap wrapped in 2022 wokeness. Just a coincidence that now the top gun class has one of each? Cast like one would cast a Lite Beer commercial.Had a crush on Kelly McGillis then, have a bigger crush on Jennifer Connelly now, but I didnt believe either of them had a thing with the Tom Cruise character.Look, the early reviewers are rating this like its The Godfather. Might be the aging idiots from my generation trying to relive the 80s, or kids used to Marvel superheroes.

                    35 out of 127 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",35 out of 127 found this helpful.
" The storyline played it safe
",fallyhag,26 May 2022,6,"I grew up on the original. That was my time and I loved it. The film was amazing. And still is.The sequel is good, but a little 'safe' for my liking. It didn't dare to try anything new. It just gave a lot of fan service and copy & paste story telling. Nothing will surprise you here.There are a few characters in the film but very few get used. The female love interest was pointless. She was so under used. Same for a majority of the pilots.The scene with Iceman was spot on. Emotional and well played. But the outcome was painfully obvious and a wasted opportunity.The action scenes were okay. But in this age I expect, demand, the pushing of the envelope. I didn't feel anything ground breaking here.The post attack story was laughable. Very dumb. They wanted something to happen so got drunk and just wrote it in. You really had to suspend reality to watch it. But the action to escape made up for it a little.The ending was non eventful. Dull. No surprises. Flat.Overall it was entertaining. No stand out scenes. No memorable new music. No new movie quotes. Just a routine action film.It may grow on me. But for now, it was just okay...",53 out of 125 found this helpful.
" Style and substance this time around
",jtindahouse,24 May 2022,8,"I admit to not being the biggest fan of the original 'Top Gun'. I found it style over substance and that isn't really what I like in a film. Yet here I was on opening night for the sequel. Such is the quality and high standard that Tom Cruise is putting into every movie he is involved in these days. I wasn't let down. This film had the style, but it also had the substance.Firstly, I thought the cast were really good. Good looking, stylish and charismatic - almost to a fault. It can come across a little arrogant and egocentric, but I think that's what you have to buy into to enjoy these films. These guys are hot-heads no doubt about it, but that's what people pay to see.There are some very good action sequences in this film. When you're watching a car chase in a movie it is very easy to keep track of where everyone is at. In a plane chase though it is very hard to get context of everyone's situation. It can be a little confusing at times but I thought the film did a good job of keeping us in the loop (so to speak) as much as they could.There's plenty of fan service to the original. I thought Val Kilmer's scene was handled very well. Touching, sweet, funny and as respectful as it could be. The film is also quite well paced. It's over 2 hours long but it never feels like it is dragging. I had a surprisingly good time with this movie. 8/10.",72 out of 124 found this helpful.
" A throwback to 1980's movies
",FeastMode,29 May 2022,6,"This is a slightly modernized version of the original. It has the same essence and feel, which is impressive after 36 years. It's enjoyable and mostly well-made with certain scenes living up to the term ""blockbuster."" It's definitely worth watching in IMAX, especially with the expanded aspect ratio.The flight scenes are once again fantastic, with the only flaw being too many cuts instead of holding on a shot. The story is investing with some good heart. The musical score is awesome. Tom Cruise somehow continues to do his own stunts, which adds a realism that we don't see as often these days. He even has a running scene like in so many of his movies. But I can't blame him, he's really good at it.On the other hand, I'm generally not a fan of 80's movies so that aspect didn't do as much for me as it will for others. And some of the nostalgia stuff feels a bit forced. They still memorize and sing the same songs 36 years later?In the end, I had a good time with this movie. Big fans of the original will love it, and casuals will be entertained. (1 viewing, early screening IMAX 5/24/2022)",41 out of 120 found this helpful.
" The definition of mediocrity
",angelsevillathethird,28 May 2022,3,"I don't know how to put this nicely... In this movie, no one is trying. The screenplay is cookie cutter/completely predictable, the characters are all the same character (cocky navy dude-even Jennifer Connolly plays cocky navy dude), the mission is vague and the stakes are non-existent.Maverick is supposed to choose 6 pilots out of a class of about 16 for this bull's eye mission. Though, only 6 of them get any screen time. I wonder who he'll pick. The inclusion of two black characters and a Latino seems progressive until they total about 5 lines of dialogue collectively. Token, much?The best part is at the climax when the ""acting"" becomes secondary to the action. The plane stunts are cool. That's literally all I have to say about this movie though. So dull. I don't know who this is supposed to appeal to, but it isn't me.

                    47 out of 120 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",47 out of 120 found this helpful.
" There are very few movies whose second movie is better than the first
",jack_o_hasanov_imdb,11 June 2022,10,"It was a movie I expected, but it was a much better movie than I expected. There are very few movies whose second movie is better than the first, this movie is one of them. There were a lot of good things in the movie. Watching it in the cinema made the viewing pleasure better. I liked it very much. In addition, ""Danger Zone"" was indispensable and the first scene of the movie was happy Tom Cruise, bravo to you. Watch this movie now, but definitely in the cinema!

                    80 out of 119 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",80 out of 119 found this helpful.
" Entertaining, but no big deal
",latinfineart,29 May 2022,6,"I can understand why this movie is so popular in the United States, an audience that the accustomed to Marvel, Disney World and a lot of artificiality in their lives. I consider this movie to be about a 6, it was entertaining if you didn't think about it too much.The performances were decent but nothing really stood out, there was not a single performance that stood out, everybody did an adequate job. I must confess to never understanding why Joe Hamm is a celebrity or has the tiniest bit of fame, that's one issue I had with the film. There were a couple of characters that were pretty annoying, none of the characters were well-developed, the writing seemed pretty poor, and on the juvenile side, and Tom Cruise's performance was about on par with everyone else. Adequate, but nothing special, just adequate. I would describe this entire movie as nothing special, just adequate.The best parts were the aerial scenes, but I don't understand why this film is considered special. It was just adequate. The direction, the score, and the performances were good enough. The two performances that stood out for me, were Miles Teller (as usual) and a brief cameo by Val Kilmer, and the cinematography and production were very good.",61 out of 117 found this helpful.
" Don't be fooled by the high rating.
",kmchugh-88331,25 May 2022,6,"It was ok, but not a great movie. Predictable. Good flying scenes though. After hearing so much positive was really looking for a Forrest Gump, Shawshank. Not even close.

                    50 out of 117 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",50 out of 117 found this helpful.
" i lost hope in humanity
",simoneghiraa,6 July 2022,1,"The worst movie in the history of trash cans. I lost my capacity to think after watching this. I can't find words to describe how bad this was, how useless were those two hours i sat at the theater. Just don't watch it. Silence, that's what it deserves. At least i laughed, but really just don't.

                    43 out of 111 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",43 out of 111 found this helpful.
" I did not expect that.
",Sleepin_Dragon,19 June 2022,10,"Wow!I have just walked out of the cinema, and feel absolutely buzzing, a two hour thrill ride, what a spectacular movie this was.I so often feel disappointed by hyped up films, but this deserves all the hype, and then some.Top Gun is a classic, one of those films we've all seen, and many love. When I first heard about a follow up, I dreaded it, so many films have diabolical follow ups, almost damaging the original, definitely not the case here though, this is a great movie.All involved were outstanding, Tom Cruise, clearly a perfectionist, and that side of him is evident here, I cannot find a single fault.Visually amazing, great music, great story, superb acting.Nailed it! 10/10.",75 out of 111 found this helpful.
" So In Case You Didn't Know...
",statuskuo,2 June 2022,3,"...Captain Maverick's real name is Pete. The reason you would know this now is that they stop the entire movie down so Penny (Jennifer Connelly) and he can repeat each others' names like it was ""Candyman"" Wish I could say ""Top Gun: Maverick"" 5 times and get my 2 hours back. This movie is abysmal laugh inducing tripe. Let's get the pleasantries out first, cool dog fights.That's it.The rest is really wooden poorly acted lines. Which would be forgiving if it weren't for the fact that all they had to do was to deliver said line in a good way. Instead, these United Colors of Benetton sad sacks seem to blurt out the fun one-liners like it was...um...real? Horrid. In order to make that work, you need a Bill Paxton in there. Instead...ugh...these young Top Gun kids who look like they've never stepped foot in the military. Yes, I understand their direction...cologne ad for 2022. Tony Scott (rest his soul) was brilliant at making slick. They essentially stole all the b-roll from the original to re-construct the beginning. I would consider that insulting as this Kosinski cat is NOOOO Tony Scott. Scott was an artist, this dude just put wall paper over his painting.I think there's a lot of ""huh?"" moments. Like what is Penny doing at an admiral's funeral. Perhaps, there to support Maverick...sorry Pete. Or, I think if you eject at mach 10.3 you'd be vaporized. But I'm no engineer. See, Petey Pete Pete seems to sidestep...the odds. Don't get me started on them going through the ""two miracles"" that need to happen in order for them to ""Star Wars"" their way into TopGun lore. Not only Petey does it, the other ones do too. I believe you non-woke folk call it ""Mary Sue?"" Roll eyes and repeat.Also missing is the typical oo-rah bombast that came with Don Simpson/Jerry Bruckheimer. These two made the 80's. Commercials that pretended to be movies. Yes, hollow, but still casted...you know...heavy hitting actors. They attempted this with dour yet hot school marm Penny (can't forget that name) to add depth. She's dull as mud. And kills the spirit of what Top Gun was about. Men with toys.That is what woke gets you. Miles Teller pretending to be a man. The fact that there was no mention of Kelly McGillis is maddening. Yeah, we know her slow decline into obscurity, but it's still really insulting not to include...something.Now I know at this point, the box office speaks. But it tells me society is sick and tired of Marvel and DC claiming the box office. If this is the beginning of a nicer blend of lack of message movies and just getting out there and hitting dynamics of relationships that don't require spandex, than grateful for that. But this is a kick off to a hopeful era, or the end of a pathetic one.Guys, here's a manipulation trick, secrets of the set...these moviemakers inject a crowd cheering at the end to get you to cheer along. Seriously. This has been a note given in script meetings.Look, this isn't a complete waste of time. There are nods to a bygone era where things were better. You know the times this era wants to erase. Those were when America could propaganda our ways into the hearts of millions. And, it seems it's happening again. Good. America rules. Maverick reminds us of that.Go buzz the tower over it!",42 out of 111 found this helpful.
" Not bad, but waayy overrated.
",Horror_Flick_Fanatic,24 August 2022,6,"Based on the scores, I was expecting a much better film. But I now get it., its the nostalgia for the first film that fuels the scores for this film.Here is my take and why I think its an ""okay"" film, just not a great one. There really isn't a whole lot of meat and potatoes to this story. It's largely a copy pasta in large chunks from the older film but with newer,
younger faces. Maverick is charged with training a squadron of top gun fighter pilots to destroy an enemy uranium enrichment plant that is about to come online and operational. But it seems the producers want to maximize the profits for this film and not offend anyone in the real world. So this enemy doesn't have a name or a geographical location. The enemy has 5th generation fighter jets and some James Bond evil villian sized SAM batteries around the mountain's summit. It is a snow covered terrain so that rules out many enemies in warmer climates.Then there is the lone aircraft carrier delivering these jet fighters to the enemies doorstep. Well, by now most people know that wouldn't be the case. Carriers are heavily guarded and their presence would trigger the attention of any adversary. No way could four F18 sneak in under radar to blow up this plant unless we accept the enemy isn't aware of a huge freakin carrier of their shores. So there is nothing resembling a realistic scenario and that kept me from enjoying the story too much.The romantic relationship in the film has no chemistry. I just didn't feel any chemistry between Penny and Maverick. That's a first because you do have two very good looking actors and I always thought Tom Cruise to be great action actor. So no chemistry between Cruise and Jennifer Connelly is a bitter pill to swallow.What I did like about it was the cinematography and some of the action sequences with the dog fighting. But I didn't think the dog fighting were any better than the original film. In fact, the original film might have had better scenes. This film just has a lot of choppy editing to imply action.I think its a 6/10, but not a chance it's a 9/10. Maybe if they added a Tom Clancy inspired screenplay to the film I might have given it a 9. Maybe a team of seals to do recon before having the jets engage and with the aircraft carrier companied by a battlegroup flotilla. Aircraft Carriers just don't end up secretly off the shore of adversarial country completely alone, not in the real world.",72 out of 110 found this helpful.
" NO
",Lord_of_the_Things,4 July 2022,5,"Did I see a different movie to everybody else?Are people really being honest by giving this film 10/10?This movie is truly awful. The writing is so bad. The plot lacks any real substance. Just Pro-US military fluff.

                    66 out of 110 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",66 out of 110 found this helpful.
" Same as original with deleted scenes
",gmvyd,15 June 2022,1,"Well that was the Tom cruise show for sure. Zero character development. Should have made rooster main character. But literally the same movie almost scene by scene of the original.

                    36 out of 105 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",36 out of 105 found this helpful.
" Thank You!
",Dan_Finn,3 June 2022,10,"Thank you for not ruining something as awesome as the originalThank you for not just using CGI, therefore providing some of the greatest action ever to grace the screenThank you for making a sequel that didn't let me downThank you for showing Hollywood how to make a real movie again... this is what happens when actors and producers really care about the original film showing it the respect it deserves instead of just raping it and the fans to make fast money.One word final word - EPIC!",77 out of 104 found this helpful.
